Index,class
19072,0
3410,1
57808,1
56828,1
34463,1
52228,0
49139,1
2565,1
20120,1
148,1
42548,1
39168,1
12950,1
17718,1
50533,1
38581,1
25696,1
49623,1
6251,1
8194,1
2786,1
13997,1
8085,1
5827,1
55376,1
18484,1
13538,1
33380,1
36946,1
30369,0
38353,1
6176,1
12589,1
50560,1
47122,1
41601,1
15729,1
57414,1
22208,1
42317,1
47514,1
39965,1
27141,1
37191,1
17695,0
41127,1
23740,1
5954,1
57281,1
47972,1
36476,1
4898,0
40893,0
48076,1
7064,0
24884,1
22811,1
15431,1
21319,1
54227,1
7897,1
52920,1
21012,1
52961,1
37472,1
28760,1
12603,1
9222,1
9381,0
17949,1
3678,1
11801,1
52060,1
14690,1
42884,1
1659,1
49967,0
57059,1
12856,1
33088,0
5728,1
26801,1
36726,1
15837,0
54297,1
32153,1
18422,1
13790,0
8907,0
14126,1
53582,1
43993,1
23926,1
40351,1
48149,1
22462,1
44491,1
34503,1
18342,1
24832,1
49166,1
3639,1
15755,1
32047,1
52095,1
37233,1
23211,1
47439,1
23875,1
46333,1
47726,1
40310,1
19699,1
21135,1
335,1
49206,1
4488,1
34817,1
5010,1
29812,1
37530,1
33099,1
7458,1
10934,1
7348,1
52975,1
4426,0
25714,1
31079,1
10403,1
34915,1
5938,1
43334,1
1291,1
44725,1
29501,1
23494,1
13310,1
1385,1
50463,1
51135,0
49478,1
29692,1
32947,1
25505,1
7434,1
36122,1
15265,1
10067,1
7214,1
24604,1
30108,1
35376,1
3748,1
35237,1
27652,1
47053,1
34715,1
39999,1
6255,1
11747,1
9819,1
38178,1
41067,1
34658,1
42974,1
31867,1
17128,1
39857,0
6493,1
14528,1
54196,1
28763,1
29050,0
42193,1
55619,1
48724,1
44051,1
128,0
2587,1
46647,1
7956,0
48700,1
52532,1
23253,1
32898,0
7055,1
11337,1
56242,1
55552,1
40651,1
30741,1
51780,1
47864,1
6458,1
47116,1
39588,1
42035,1
5037,1
47159,1
12208,1
41474,1
22231,0
56455,1
44689,1
2665,1
2921,1
1285,1
29271,1
14010,1
43280,1
22447,1
21169,1
42241,1
21632,1
57054,0
49446,1
58132,1
27145,1
35195,1
37933,0
22411,1
15930,1
35629,1
20475,1
2507,1
20300,1
12778,1
44648,1
31269,0
54890,1
37545,1
53005,0
34779,1
29999,1
23542,1
17889,1
41687,1
38421,1
8408,1
1369,1
11242,1
51505,1
34380,0
6540,1
46939,1
33321,1
28077,0
42758,1
55057,1
1352,1
56968,1
4022,1
41738,1
8429,1
54556,1
14944,1
38276,1
17588,1
2207,1
38342,1
4745,1
27450,1
52014,1
42749,1
25371,1
10101,1
10775,1
18704,1
51332,1
51826,1
5379,1
33169,1
17146,1
13022,1
23459,1
57403,1
22235,1
10996,1
44441,1
54624,1
6929,1
9996,1
18597,1
35645,1
53240,0
56804,1
30749,1
50563,1
54583,1
53561,1
35142,1
34608,1
40209,1
16440,1
29185,1
39568,1
16999,1
26979,1
7571,1
43242,1
30046,1
18354,1
24969,0
22545,1
53769,1
52624,0
14729,1
41899,1
27701,1
50419,1
12734,1
50074,1
35155,1
43534,1
24696,1
3715,1
55677,1
10691,0
43501,1
38476,1
33799,1
55450,1
44503,1
19114,1
6614,1
9427,1
3614,1
5283,1
20745,1
12241,1
16841,1
43151,1
36249,0
53780,1
47163,1
35950,1
18362,1
7721,1
36976,1
23256,1
50287,1
47094,1
55067,1
46978,1
44400,0
31948,1
43335,1
14079,1
46179,0
24625,1
42292,1
10603,1
30535,1
38331,0
5635,1
46351,1
22792,1
53996,0
40626,1
23040,1
51134,1
33915,1
49873,1
7632,0
299,1
43306,1
19062,1
13394,1
33006,1
40120,1
53585,1
55182,1
52615,1
17999,1
24840,0
7236,1
54283,1
22709,0
12763,1
7094,0
1906,1
53948,1
30103,1
15731,0
10207,1
13420,1
7222,1
10829,1
9899,1
16856,1
19547,1
39202,1
14847,0
21995,1
55316,1
56841,1
18496,1
14493,0
49157,1
40551,1
54340,1
6283,1
4644,1
52412,1
55090,1
3570,0
34725,1
53180,0
5947,1
12925,0
32608,1
521,1
58057,1
19166,1
11899,1
34053,1
54989,1
29082,1
36500,1
2963,1
24482,1
2770,1
24026,1
8336,1
29989,1
10090,1
27378,1
19232,1
41279,1
20242,1
27458,0
46227,1
4223,1
54944,1
55951,1
39594,1
52916,1
52233,1
41196,0
45395,1
50611,1
44071,1
39811,1
32882,1
19083,1
27005,1
56951,1
20007,1
33016,1
48414,1
17278,1
16939,1
4414,1
20958,1
52551,1
42657,1
55475,1
39830,0
46291,1
32569,1
13800,1
42537,1
7938,1
51692,1
5802,0
7975,1
44749,1
9726,1
22678,1
49904,1
17182,1
22404,1
52446,1
24144,0
22824,0
41033,1
43459,0
17662,1
6707,1
24403,0
2079,1
16456,1
17253,1
9004,1
22624,0
17633,1
12037,1
23674,0
34564,1
7345,1
39551,1
48153,1
7925,1
56022,1
27573,1
37836,1
34971,1
22016,1
26535,1
7903,1
15052,0
1786,1
12614,1
31466,1
39147,1
713,1
44322,1
37908,1
45628,1
28834,1
3745,1
37135,1
18493,0
6563,1
43426,1
17484,1
12457,1
58023,1
37973,1
28558,1
36706,1
51109,1
1233,1
4259,0
18949,1
37336,1
43847,1
26709,1
46403,1
56751,1
36805,1
10324,1
43366,0
25513,0
38620,1
53365,0
18681,1
11087,1
46713,1
14954,1
55333,1
32970,1
41174,1
7218,1
16833,0
22364,1
21991,1
43447,1
35829,1
16138,1
13979,1
40179,0
24142,1
3761,1
52560,1
15017,1
57430,1
58125,1
38834,1
1274,1
5293,1
13907,1
46765,1
22701,1
54316,1
43811,1
18338,1
57377,1
24774,1
53946,1
39914,1
55107,1
30891,1
57759,0
18411,1
4863,1
22157,1
22540,1
17298,0
11110,1
32330,1
7233,1
12966,1
57543,1
38528,1
23789,0
44259,1
50000,1
17676,1
36094,1
29489,1
16846,0
6398,1
24691,0
30583,1
39881,1
21477,1
26105,1
6403,0
47079,1
52638,0
51147,1
16490,1
36588,1
38838,1
7493,1
50334,0
10780,0
5560,1
34425,1
4548,1
48084,1
14271,1
5945,1
24198,1
19464,0
16313,1
14077,1
12905,0
41250,1
35263,1
19224,1
46318,1
43359,1
4105,0
23491,1
7280,1
33025,1
6470,1
20667,1
25960,1
6996,1
10199,0
45224,1
5243,1
24362,0
4631,1
36616,1
2586,1
16617,1
29363,1
5710,1
25532,1
23741,1
15940,1
12606,0
43127,1
29239,0
14856,0
336,1
37165,1
9768,1
46065,1
8930,1
57565,1
45342,0
9924,0
17597,0
13527,1
48947,1
10485,0
40865,1
1769,1
14574,1
928,1
30594,0
47754,1
56367,1
33790,1
25082,1
4874,1
3482,1
54136,1
57518,1
49927,1
2438,1
35382,1
9940,0
33143,1
11604,1
48478,1
3120,1
47184,1
38352,1
32136,1
32704,1
24420,1
8284,0
5084,1
56041,1
43256,1
30457,1
28719,1
19618,1
30845,1
39071,1
33832,1
49170,0
43314,1
56815,1
25317,1
9605,1
11156,1
44591,1
7144,1
46689,1
16611,1
33329,1
22515,1
8214,0
37311,1
40576,1
9332,1
39087,1
7618,0
11750,1
33842,1
17953,1
13515,1
7720,1
50569,1
36539,1
56161,1
47640,1
5450,1
53144,1
33958,0
22274,1
43158,1
44519,1
25397,1
49023,1
37918,1
31263,1
54822,1
10823,1
55864,1
53985,0
52154,1
6990,0
15206,1
54131,1
8713,1
10382,1
13189,1
43368,1
38202,1
10260,1
41385,1
9405,1
14476,1
43059,1
9490,0
56735,1
38055,1
15317,1
20024,0
37801,1
45160,0
15219,1
1980,1
32918,1
51237,1
28198,1
10001,1
31044,0
45080,1
54587,1
1144,1
24061,0
57692,1
51652,1
14205,0
54160,1
56003,1
20385,1
57716,1
32561,1
54894,1
39218,1
55482,1
31194,1
36251,1
49234,1
18557,1
27239,1
47905,1
11635,0
36898,1
34006,0
240,1
31704,1
51075,1
46471,0
1748,1
7823,0
22764,1
4019,1
38119,1
51230,1
39482,1
28038,1
17359,1
8601,1
39038,1
33711,1
36129,1
2238,1
47347,1
15601,1
19359,1
23519,0
4107,1
17781,1
7536,1
43887,1
42240,1
40680,1
11312,1
13452,1
1344,1
15807,0
13125,1
9773,1
12322,0
51587,1
17951,1
19458,1
10600,1
15577,0
8958,1
19712,1
23535,1
3676,0
26455,1
1762,1
57890,1
18907,1
31177,1
14539,0
45504,1
51223,0
14512,1
39701,1
23019,1
43438,1
56369,1
21494,1
25933,1
49217,1
33139,0
21529,1
23998,0
540,1
18580,1
8363,1
38266,1
52719,1
10188,1
13070,1
6328,1
30191,1
23365,1
52628,1
31863,1
22663,1
40286,1
685,0
37013,1
10197,1
55672,1
13929,1
42431,1
43886,0
49999,1
2693,1
45513,1
26485,1
28988,0
41464,1
12156,1
15950,1
21800,1
47880,1
33277,1
30993,1
32495,1
55762,1
12748,1
41634,1
47286,1
25111,1
25763,1
49191,1
53342,1
51071,1
10142,1
4984,1
54683,1
30426,1
12617,1
52211,1
45452,1
8870,1
52879,1
31937,1
23679,1
40390,1
52128,1
39583,1
15938,1
53828,1
41309,1
45981,0
36987,1
48373,1
24201,1
6963,1
14759,1
26906,1
31790,1
16567,1
15672,0
17462,1
30714,1
3798,1
49256,1
32455,1
3254,1
13256,1
392,1
24692,0
49503,1
42870,1
29978,1
36145,0
54158,1
29540,1
18448,0
14825,1
32404,1
38398,1
49691,1
12113,1
1234,0
27482,1
6819,1
54298,1
31266,1
34317,1
36256,1
28778,0
50215,1
35338,1
49521,1
40008,1
24434,0
33382,1
11388,1
28079,1
37240,1
46497,1
48635,1
3292,0
36565,1
43885,1
3362,1
43827,1
24813,1
30066,0
41948,1
7312,1
5187,0
48784,1
36916,1
47481,1
43920,1
6121,1
37770,1
70,0
34034,1
51159,1
50999,1
12888,1
2869,1
26014,1
49856,1
37594,0
30914,1
13934,1
17373,0
57103,1
33646,1
56647,1
52459,1
53233,1
24154,1
45736,1
42157,1
55823,1
38724,1
11536,1
2087,0
50116,1
4001,1
24844,1
25180,1
26157,1
47573,1
53310,1
53596,1
28258,1
30976,1
8407,1
56868,1
46903,1
3656,1
23752,1
15401,1
13731,1
33213,0
43965,1
50908,1
13083,1
36767,1
13303,0
51665,1
57812,1
35715,1
53208,0
31921,0
20009,1
3690,1
56519,1
40353,1
53113,1
17354,0
23866,1
38529,1
16628,1
33550,1
40818,1
7654,1
11475,1
36773,1
50442,1
4,1
44876,1
48526,0
50719,1
29095,0
18967,1
13830,1
37916,1
8012,1
49370,1
35818,1
36837,1
3982,1
17383,0
10866,1
2492,1
18804,1
22490,1
42042,1
54919,1
49595,1
17776,1
26008,1
1445,1
53115,1
40405,0
32913,1
26884,0
9787,1
11919,1
31727,1
8026,0
33065,1
29591,1
38894,1
41418,1
33486,0
14940,1
34283,1
7383,1
43865,1
28008,0
11431,1
47200,1
28206,1
249,0
12825,1
9519,1
38860,1
46371,1
26843,1
6949,1
30050,1
35472,1
10741,1
44500,1
24204,1
32782,1
41677,1
18857,1
49030,1
42077,1
52188,1
12161,1
44432,1
30772,1
25360,0
31115,1
31020,0
11976,1
53426,1
30475,1
7465,1
36637,1
53599,1
56586,1
16932,1
22419,1
40594,1
4055,0
30665,1
11278,0
57464,0
10185,1
8054,1
5198,0
30596,1
34021,1
40186,1
26710,1
10267,1
38256,1
9000,1
21796,1
9286,1
10615,1
3874,1
4304,1
34255,1
35099,1
29407,1
19526,1
43465,1
39139,1
31941,1
1466,1
4030,1
25591,1
57222,1
4493,1
54194,1
35238,1
10694,1
45178,1
44824,1
21026,0
5520,1
40591,1
15243,1
43249,1
15366,1
38443,1
41884,1
14163,1
31942,1
41383,1
2866,1
21843,1
18695,1
42477,1
17468,1
25218,0
13905,1
15767,1
20349,1
13056,1
23088,1
23827,0
31161,1
27874,1
49583,1
56700,0
29750,1
28560,1
41229,1
55249,1
26358,1
10553,1
8761,1
5106,1
17688,1
19237,1
13900,1
57091,1
43622,1
47492,1
10040,1
7415,0
58230,1
54524,1
40852,1
17210,1
4342,1
78,0
40670,1
7900,0
6964,1
3393,1
40282,1
19870,1
26168,0
20207,1
41949,1
27602,1
43538,1
35009,0
6434,0
15579,1
36462,1
30948,1
48619,1
34776,1
1306,1
14624,0
16377,1
14367,1
21837,1
39638,1
20721,1
38364,1
10948,1
36830,1
10405,0
48747,1
45821,1
38281,1
36091,1
15784,1
29075,1
53040,1
51684,1
38077,1
14698,1
10353,1
36591,1
35441,1
27381,0
51162,1
27999,1
50550,1
53704,1
10456,1
44153,1
8734,1
25886,0
50585,1
7886,1
35517,1
52945,1
11056,1
57932,1
52149,1
53862,1
44418,1
9386,1
44066,1
57823,1
38644,1
23370,1
55830,1
3730,1
33131,1
133,1
28779,1
28973,0
24616,1
54170,1
46934,1
6566,1
38870,1
32294,1
24064,1
22427,1
20542,1
51178,1
55145,1
12494,1
56898,1
24210,1
19730,0
8575,1
43626,1
33179,1
25234,0
34737,1
12189,0
56963,1
49008,1
55906,1
42046,0
56434,1
16297,1
38815,1
29997,1
20573,1
55492,1
42627,1
8335,1
46454,1
26198,1
28983,1
47455,1
21850,1
6096,1
43875,1
41459,1
21636,1
26440,1
48713,1
33770,1
41476,1
33234,0
1668,1
25946,0
9513,1
29603,1
25819,1
47555,1
35875,1
42757,1
1396,1
15604,0
28202,1
929,1
3919,1
34062,1
17773,1
46356,1
54382,1
8993,1
17104,1
44452,1
46626,1
50519,1
11440,1
35139,1
20633,1
29153,1
5754,1
52254,1
57813,1
22775,1
14875,1
4952,1
26003,1
14892,1
3604,1
9921,1
22956,0
29204,1
50152,1
45288,0
56986,1
42334,1
46900,1
1651,1
22085,1
24920,1
27424,1
45212,1
47295,1
14908,0
38090,1
58206,1
18046,0
38049,0
48470,1
27062,0
21761,1
18882,1
41076,1
26570,1
17857,1
46740,1
29200,1
32610,1
55292,1
3035,1
56164,1
11785,0
21555,1
26578,1
34002,1
17549,0
55942,1
34992,0
12243,1
5428,1
33107,1
27354,1
18251,1
15743,1
4741,1
876,1
42502,1
16965,0
30309,1
3953,1
37071,1
47825,1
49575,1
37539,1
46232,1
44308,1
29404,1
24932,0
34011,1
19198,1
8163,1
41125,1
24361,1
53581,1
53734,1
7165,1
6882,0
51150,1
54414,1
3893,0
31919,1
39766,1
35162,1
2890,1
20846,1
15709,1
44199,1
35883,0
35110,1
11064,0
29383,1
36766,1
42946,1
38269,1
39674,1
48392,1
19554,1
40203,1
6630,1
40774,1
21060,1
28843,1
33508,1
42659,1
25199,1
13089,1
56583,1
49557,1
43227,1
6636,0
46789,1
50375,1
18004,1
19755,1
7063,1
23727,1
45738,1
32759,1
20003,1
53779,1
27169,1
20698,1
21063,1
34302,1
9580,1
39853,0
24398,1
37618,1
16760,0
52793,1
19117,1
41761,1
15473,1
25132,1
30562,1
38825,1
14312,1
54034,1
14501,1
20774,1
20735,1
25224,0
7045,1
57379,1
47013,1
504,0
19600,1
36882,1
19226,1
31874,1
14891,1
57214,1
2628,0
37526,1
2568,1
36113,1
44263,1
24152,1
31375,1
16048,0
26174,1
37328,1
11389,1
8084,1
5358,1
23452,1
1582,1
53196,1
14909,1
39010,0
4147,1
49675,1
10468,1
21568,0
21935,1
53470,0
50113,0
18576,1
14827,1
50985,1
25450,1
55541,0
11916,1
2758,1
13001,0
25772,1
27583,1
4161,1
44092,1
30571,1
14691,1
42375,1
9596,1
4383,1
26789,1
8819,0
57243,1
2156,1
11569,1
8264,1
29477,1
39467,1
31680,1
26793,1
14059,1
17671,0
57696,1
19904,1
13177,1
15367,1
7965,1
3198,1
57278,1
32795,1
36296,1
27679,1
40860,1
37934,1
27253,1
6107,1
7250,1
507,1
6070,1
33872,1
54637,1
44186,1
3520,1
29951,1
48269,0
15226,1
351,1
22943,1
35333,1
43773,1
3791,0
22426,1
58098,1
16929,1
45100,1
53254,1
7808,1
34765,1
12955,1
27975,1
39429,1
47364,0
31776,1
55853,1
45682,1
37448,1
2006,1
49395,1
11067,1
20360,0
56107,1
37406,1
39825,1
53863,1
18531,1
26552,1
17258,1
36676,1
49670,1
48191,1
33927,1
50802,1
5925,1
13859,1
4129,0
28172,1
42052,1
27372,1
25027,0
8507,1
45351,0
6854,1
11035,1
23283,1
2310,1
52326,1
6030,1
39192,1
52130,1
6116,1
52054,1
31789,1
19636,1
45804,1
20626,1
23799,0
55184,1
104,1
44210,0
9016,1
15385,1
25958,1
52085,1
54189,1
20080,1
35242,1
38767,0
22528,0
46861,1
23979,0
52449,1
23955,1
30652,1
37481,1
55372,1
20883,0
46267,1
9259,1
22366,1
55681,1
57458,1
23590,1
37686,1
46640,1
18159,0
4169,1
14797,1
33931,1
17641,1
27201,0
55888,0
11935,0
19341,1
13342,1
16600,0
25136,1
19923,1
52472,1
41602,1
23225,1
12429,1
16376,1
18824,1
3865,0
14689,1
53977,1
51416,1
56384,1
50724,0
24674,1
33175,1
41711,1
365,1
44320,1
43633,1
46106,1
27854,1
7490,1
10525,0
44679,1
21307,1
26212,1
16615,1
44518,1
12934,1
15316,1
21515,1
48459,1
15515,1
39898,0
20442,1
36941,1
19872,1
32174,1
23678,1
56313,1
8282,1
18553,1
9434,1
47359,1
52987,1
47616,1
50977,1
24723,1
46921,1
56081,1
4143,1
33990,0
44687,1
25478,1
12444,1
25754,1
28146,1
31652,1
50761,1
11432,1
11149,1
22918,1
38968,1
14676,1
30593,1
56036,1
4933,1
15380,1
31857,1
40716,1
18633,1
41339,1
54886,1
21579,1
36381,1
444,1
3990,0
52200,1
30490,1
2754,1
13388,1
20926,0
6003,1
42420,1
33388,1
38710,1
1733,0
39647,1
27814,1
5430,1
57906,1
13319,1
11701,1
34815,1
23638,1
38160,1
42852,1
12430,0
29818,1
11044,1
36007,1
13994,1
24498,1
36102,1
45881,1
33798,1
48821,1
44642,1
13886,0
35499,1
11270,1
42010,1
55282,1
10141,1
30610,1
47990,1
50950,1
22380,1
15608,0
14554,1
15158,1
55771,1
7323,1
29790,1
19259,1
41647,1
4994,0
15547,1
15628,1
21787,0
50749,1
32010,1
11577,1
40894,1
30572,1
47928,1
44517,1
14196,1
53055,1
47578,1
11645,1
46465,1
16124,1
18529,1
48954,1
27419,1
41088,1
12710,0
6499,0
24335,1
22152,1
25162,1
22346,1
9619,1
51873,1
55897,1
13807,1
37059,1
33515,1
34786,1
14930,1
16830,1
1764,1
43089,1
120,0
34888,1
18189,1
49434,0
7748,1
10911,1
2159,0
21402,1
7088,1
19761,1
38321,1
21088,1
21009,1
13097,0
39135,1
15603,1
16404,1
39926,0
42016,1
8121,0
22930,1
41942,1
20401,1
28684,1
52950,1
976,1
41311,1
13211,0
31780,1
4114,0
12956,1
23079,1
27037,0
53587,1
18991,1
55361,1
9005,1
20690,1
44160,1
29058,1
29881,1
42223,1
6908,1
53872,1
31964,1
53346,1
7034,1
26043,1
4229,1
15817,0
13962,0
11852,1
1855,1
54174,1
34124,1
16205,1
35613,1
53557,1
49721,1
26395,1
30504,1
22309,1
18313,1
9408,1
53566,1
24006,1
19150,1
33493,1
2134,1
13839,1
24891,0
22886,1
2720,1
26972,1
10517,1
44776,1
51778,1
38682,1
14812,0
435,1
50370,1
3048,1
10509,1
11135,1
30497,0
53631,1
21141,1
35492,1
28585,1
49068,1
5855,1
1332,1
56500,1
48365,1
1874,1
25502,1
28902,0
56268,1
40812,1
23797,1
1852,1
27307,0
7674,1
45289,1
43917,1
30687,1
24814,1
19629,1
16021,1
41813,1
23073,1
49015,1
36487,1
54268,1
23020,0
21900,1
38508,1
1348,1
46850,1
32496,1
1574,0
20501,1
38855,1
28530,1
16229,1
27571,1
28830,1
11558,0
31880,1
25443,1
22847,1
46864,0
2580,0
14114,1
38088,1
35240,1
24731,0
37671,1
37471,1
54129,1
30438,1
21251,1
33554,1
5478,0
32282,1
21635,1
35006,1
46168,0
19717,0
19387,1
40275,1
12983,1
29162,1
11538,1
29154,1
25395,0
13678,1
14401,0
22460,1
38506,0
29637,1
45541,1
6831,1
8864,1
39642,0
29423,1
57971,1
21117,0
18941,0
19548,1
11289,1
43031,1
34335,1
8465,1
37880,1
56650,1
12345,1
4892,1
29516,1
52682,1
42593,0
41351,1
9550,1
35691,1
31152,1
56378,0
54816,1
46588,1
13611,1
6068,0
849,0
46361,1
57172,1
16625,1
34517,1
53242,1
6396,1
51412,1
47104,1
26311,1
27446,1
54176,1
26586,1
41748,1
39831,1
312,1
32964,1
43173,1
34976,1
44937,1
22416,1
13788,1
57625,1
9012,1
40966,1
48040,0
27651,1
14520,1
32200,1
44116,1
39157,1
44506,1
54147,1
32624,1
47003,1
21599,1
41513,1
2964,1
1715,1
13681,1
22125,1
50478,1
38394,1
27902,0
30057,1
53093,1
25786,1
10504,1
42696,1
58083,1
24524,0
684,1
5629,1
17234,0
54023,1
52674,1
31478,1
57355,1
48231,1
5809,1
6538,1
39931,1
24368,1
6485,1
15773,1
32757,0
29974,1
42968,1
9854,0
38503,1
48633,1
27636,1
38156,0
31170,1
22616,1
46948,1
15496,1
4123,1
53782,1
31735,1
28361,1
40372,1
33765,1
35851,1
10482,1
37036,1
28850,1
39478,1
34727,1
3446,1
21870,1
20414,1
543,1
4600,1
45135,1
41207,1
41929,1
40596,1
49402,1
7578,1
56838,1
34927,1
36555,1
56965,1
6187,0
26387,1
34171,1
4979,1
3308,1
39962,1
22994,0
6652,1
50821,1
21372,1
26897,1
47638,1
33306,1
7435,1
14618,0
8024,1
27261,1
54626,0
51389,1
32273,1
34698,1
12647,0
16773,0
22507,0
7296,0
55362,1
4391,1
57039,1
12844,1
9935,1
25589,1
48818,1
38149,1
35615,1
43995,1
19643,1
1875,1
55918,1
7162,0
28395,1
18110,1
51576,0
21876,1
29318,1
9248,1
4619,1
35480,1
6220,1
31935,1
17712,1
48135,1
19204,0
29879,1
8876,0
41691,1
28230,1
32323,1
44331,1
52557,1
13908,1
16458,1
5711,0
32096,1
15376,0
27223,0
9188,1
52823,1
47881,1
37775,1
22823,1
15296,1
22467,0
53949,1
13314,1
49632,1
20569,1
45456,1
37550,1
46451,1
29472,1
15868,1
32087,0
8058,1
25652,1
33960,1
45569,1
1789,0
1896,0
20995,1
1699,0
21605,1
54394,1
34674,0
50545,1
33312,1
47630,1
26562,0
11420,1
28115,1
56845,1
31496,1
23627,1
40075,0
52337,1
36698,1
43341,0
37790,1
12590,1
1268,1
36027,1
19036,0
27056,1
36779,1
49467,1
31334,1
48382,0
22027,1
48282,1
41039,1
44393,1
29115,1
34614,0
50256,1
20182,1
38568,0
42418,1
15114,1
7789,1
32843,1
39297,1
19221,1
16105,1
7275,1
23273,0
23058,0
6212,1
8275,1
16686,1
28401,1
3967,1
41946,1
7777,1
30054,1
25118,1
38904,0
22295,1
10585,1
39640,1
46873,1
41374,1
10946,1
33262,0
18092,1
50659,1
23163,1
17401,1
41879,1
46785,1
2407,1
51815,1
8542,1
4683,0
49120,1
830,1
28384,1
48716,1
30184,1
605,1
28233,1
6784,1
23950,0
34597,1
49650,1
26849,1
2924,1
53437,1
42813,1
50048,0
46250,1
46616,1
43731,1
7672,0
28016,0
38634,1
13269,1
20989,1
2488,1
11223,1
34084,1
40468,1
3631,1
45076,1
25073,1
513,1
18476,0
873,1
40112,1
28036,1
5707,0
19241,1
48450,1
30238,1
30921,1
15537,1
42616,1
9473,1
38412,1
16484,0
43038,1
50036,1
26615,1
2413,1
20376,1
14868,0
29674,1
26196,1
54403,1
53688,1
37427,1
51004,1
26283,1
8423,1
43342,1
17572,1
41105,0
3545,1
12562,1
45780,1
22432,1
37441,1
40707,1
44369,1
17416,1
28166,1
22138,0
4125,1
34814,1
34749,0
27948,1
18798,1
21382,1
56697,1
16549,0
37611,1
15782,1
21836,1
29437,0
10643,1
46188,1
14372,1
36582,1
30315,1
34511,1
54650,0
44434,1
22066,1
42578,1
42192,1
24119,0
34778,0
6400,1
10257,1
30174,1
44328,1
14845,0
27826,1
50771,1
23059,0
5151,1
37739,1
33469,1
25520,1
52174,1
6912,1
5064,0
1452,0
54537,1
45616,1
22595,1
3628,1
26847,1
14505,1
12498,1
25157,1
56286,1
37367,1
58038,0
4086,1
46505,1
51998,1
46756,1
55134,0
12316,1
15864,1
19191,1
52596,1
13159,1
8405,1
17720,1
5791,1
21410,1
32799,1
48644,1
2287,1
3288,1
48019,1
15686,1
44739,1
13922,1
9816,1
41407,1
13352,0
4686,1
31073,1
25348,1
47798,1
30817,1
8302,1
56714,0
18995,0
10145,1
14384,1
23069,1
39929,1
42029,1
10165,1
27781,1
25676,1
38490,1
9699,1
56595,1
57291,1
35368,1
18982,1
20279,0
16265,1
31885,1
46083,1
2621,1
33206,1
18116,1
46467,1
13828,1
43096,1
815,1
14251,1
26661,1
5664,1
11273,1
35796,1
42125,1
18172,1
56687,1
21078,1
17136,1
28449,1
27359,1
12749,1
56099,1
57987,1
6000,1
56510,0
5759,1
42500,1
7798,1
36218,1
17323,1
57969,1
30696,1
2078,1
53636,1
25049,0
17126,0
5676,1
43702,0
54104,0
30251,1
31990,1
45603,1
40833,1
406,1
20327,1
19666,1
17729,1
28617,0
13943,1
34995,1
39431,1
45721,1
42094,1
14472,1
8966,1
6486,1
32517,1
24663,1
39473,1
47780,1
23330,1
711,1
51094,1
41895,1
53692,1
8268,1
5668,1
15736,1
20491,1
11663,1
21195,1
4306,1
22448,1
16123,1
6010,1
22884,1
3188,1
10100,1
16621,1
11550,1
3208,1
16985,0
36037,1
12104,1
42291,1
9671,1
37027,1
33450,1
19983,1
46537,1
53647,1
49454,1
38121,1
45121,1
25015,1
51779,1
25514,1
24797,1
26490,1
58157,1
37275,1
10246,1
21398,1
18978,0
20018,1
35782,1
26373,1
36603,1
32175,1
44816,1
36590,1
51006,1
19023,1
47343,1
30043,1
32420,1
27184,1
20315,1
56123,1
56389,0
27064,1
35497,1
46663,1
16149,1
56922,1
1697,1
49117,1
45278,1
46217,1
23146,0
32146,1
13288,1
31218,1
30470,1
36675,0
31133,1
21175,1
23648,1
53016,1
32038,1
9502,1
14620,1
43511,1
26029,1
55212,1
33534,0
25521,1
19861,1
50272,1
17745,1
54577,1
10772,0
34702,0
29048,1
48725,1
17141,0
15787,1
13387,1
49628,1
42106,1
5849,0
31481,1
14199,1
36082,1
39924,1
47574,1
16576,1
22242,1
2551,1
10736,0
20435,1
8670,0
34089,1
12124,1
6317,1
42333,1
14436,1
46675,1
40886,1
30691,1
17576,1
44817,0
34521,1
45497,1
40730,1
7566,1
56442,1
48085,1
20994,1
3937,1
51347,1
45402,1
47734,1
19058,0
32149,1
6032,1
30937,1
27894,0
56997,1
45463,1
26716,1
38453,1
32572,1
31551,1
42705,1
20749,1
26718,1
33633,1
31053,1
22053,1
10487,1
55388,0
11140,0
22069,1
11949,0
39484,1
41919,0
6841,1
43815,1
28284,1
32914,1
10262,0
23695,1
57619,1
52210,1
5780,1
57838,1
24043,1
19598,1
45380,1
46568,1
58210,1
13015,1
37677,1
24635,1
3772,1
5314,1
4351,0
5858,1
43330,1
34666,1
24565,1
44168,1
16792,1
15329,0
48121,1
6463,0
25310,1
21068,1
27006,1
9748,1
39998,1
57129,1
29843,1
51993,1
34137,1
55679,1
23770,1
6483,1
22653,1
4397,1
35454,1
36877,1
29002,1
36519,1
21007,1
7880,1
16146,1
9340,1
55443,1
54957,1
37729,1
5105,1
16849,1
21716,1
20119,0
22342,0
18445,1
57369,1
48924,1
45426,1
23734,1
53433,1
50654,1
46177,1
57938,0
21048,1
28030,1
53939,1
49690,1
37400,0
41518,1
19895,0
57788,1
11605,1
8826,1
9653,0
53510,1
42775,1
16823,1
17380,0
45861,1
33843,1
39679,1
15026,1
46295,1
7943,1
45177,1
23147,1
13348,0
16986,1
14489,1
17052,1
6459,1
14665,1
37501,1
36051,1
26697,1
48275,1
25817,1
42059,1
38485,1
34375,1
531,1
11117,1
42948,0
34809,1
